name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence,mood
,,,,,,,,,,,
Iscariot,WALK THE MOON,5urdl721ncXAFkuIwR9Mj5,0.345,0.259,0.621696416,0.0368,0.918,117.563,0.124,0.152,5
,,,,,,,,,,,
Skinny Love,Bon Iver,2cbic3TiUENlJX91y67ARR,0.593,0.263,0.489368572,0.0567,0.844,76.379,0.127,0.109,5
,,,,,,,,,,,
Something In The Way,Nirvana,1nFtiJxYdhtFfFtfXBv06s,0.427,0.201,0.534800055,0.0317,0.745,105.218,0.109,0.0668,5
,,,,,,,,,,,
Astronomy,Conan Gray,0KmgJyW4GDgonqsoyx0CZ3,0.471,0.335,0.732069554,0.0273,0.593,145.252,0.297,0.111,5
,,,,,,,,,,,
Remember That Night?,Sara Kays,1nYzjrdVQ8RpF93M0jPFW7,0.679,0.61,0.632028043,0.0305,0.585,123.978,0.156,0.554,5
,,,,,,,,,,,
Someone Like You,Adele,4kflIGfjdZJW4ot2ioixTB,0.559,0.33,0.755869194,0.0285,0.892,135.109,0.0975,0.285,5
,,,,,,,,,,,
Say Something,A Great Big World,2fPb58e6f8KxejYDCaARwS,0.447,0.158,0.787233061,0.036,0.872,140.942,0.0816,0.142,5
,,,,,,,,,,,
Let Her Go,Passenger,0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,0.797610811,0.0688,0.365,74.897,0.0963,0.243,5
,,,,,,,,,,,
Let It Go,James Bay,13HVjjWUZFaWilh2QUJKsP,0.546,0.311,0.656934643,0.0288,0.818,147.464,0.107,0.246,5
,,,,,,,,,,,
Jar of Hearts,Christina Perri,0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,0.853143305,0.0316,0.726,74.541,0.12,0.0886,5
,,,,,,,,,,,
when the party's over,Billie Eilish,14JzyD6FlBD5z0wV5P07YI,0.498,0.104,0.487016282,0.0621,0.979,124.001,0.0895,0.205,5
,,,,,,,,,,,
I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,0.886997832,0.0382,0.0689,143.95,0.196,0.291,5
,,,,,,,,,,,
Story of My Life,One Direction,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,0.868825239,0.0477,0.225,121.07,0.119,0.286,5
,,,,,,,,,,,
Need You Now,Lady A,11EX5yhxr9Ihl3IN1asrfK,0.587,0.622,0.881140169,0.0303,0.0927,107.943,0.2,0.231,5
,,,,,,,,,,,
hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,0fB77VOZ2FkQeKLv1DuEwp,0.49,0.104,0.527235829,0.0635,0.964,86.675,0.162,0.278,5
,,,,,,,,,,,
What About Us,P!nk,0Qh38w01QRXK6KHIv0e3hb,0.491,0.588,0.851528989,0.0506,0.0281,113.608,0.0906,0.193,5
,,,,,,,,,,,
See You Again (feat. Charlie Puth),Wiz Khalifa,7wqSzGeodspE3V6RBD5W8L,0.689,0.481,0.790369448,0.0815,0.369,80.025,0.0649,0.283,5
,,,,,,,,,,,
Lonely,Noah Cyrus,3Lp8Xd2K7TwlY32SPvXkvF,0.594,0.26,0.718463171,0.0601,0.779,84.648,0.0924,0.303,5
,,,,,,,,,,,
Wait,M83,3rTnGUeDrnZV22DvRuUuXr,0.437,0.229,0.65149209,0.0308,0.221,147.911,0.0935,0.0754,5
,,,,,,,,,,,
Safe & Sound - from The Hunger Games Soundtrack,Taylor Swift,0z9UVN8VBHJ9HdfYsOuuNf,0.471,0.3,0.637977953,0.028,0.883,144.319,0.0698,0.289,5
,,,,,,,,,,,
If I Could Fly,One Direction,5CRVwXGikmqzoRO6q7FeAg,0.565,0.245,0.715234537,0.0262,0.781,75.055,0.0998,0.307,5
,,,,,,,,,,,
Break My Heart Again,FINNEAS,7gGBgh0bVxHPgZjA505bo9,0.402,0.151,0.480190028,0.04,0.907,144.069,0.0941,0.489,5
,,,,,,,,,,,
Be My Mistake,The 1975,18UsAG7SfOQ5sxJEdjAMH0,0.572,0.155,0.472026198,0.0344,0.835,109.923,0.0906,0.0949,5
,,,,,,,,,,,
July,Noah Cyrus,6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,0.723490614,0.042,0.868,72.541,0.0779,0.322,5
,,,,,,,,,,,
Heart Like Yours,Willamette Stone,1ym2ZnNbIV6TB4YUjAl2Z5,0.497,0.259,0.68525437,0.033,0.879,140.117,0.102,0.338,5
,,,,,,,,,,,
Breathe Me,Sia,2Bo0hh0yoQReC4reJav5DT,0.553,0.621,0.797149578,0.0333,0.0428,120.051,0.115,0.19,5
,,,,,,,,,,,
Angel,Sarah McLachlan,3xZMPZQYETEn4hjor3TR1A,0.532,0.0744,0.394216134,0.0355,0.949,117.131,0.106,0.125,5
,,,,,,,,,,,
Gravity,Sara Bareilles,4oa14QBfWRDfJy2agySy0L,0.27,0.275,0.658733453,0.0356,0.834,168.964,0.146,0.231,5
,,,,,,,,,,,
Six Feet Under,Billie Eilish,2VlLbhGLVJgdOW7kKdWWFc,0.576,0.307,0.549190535,0.0428,0.807,67.513,0.0792,0.157,5
,,,,,,,,,,,
Are You With Me,nilu,401MfYscl2EMF4nDbnbG0K,0.172,0.409,0.736635764,0.0324,0.687,83.914,0.103,0.0607,5
,,,,,,,,,,,
Jealous,Labrinth,4G92yYrUs0cvY7G41YRI0z,0.439,0.153,0.723628984,0.0479,0.874,116.76,0.107,0.104,5
,,,,,,,,,,,
Liability,Lorde,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,0.617360823,0.128,0.92,75.67,0.1,0.379,5
,,,,,,,,,,,
Half a Heart,One Direction,6nIE1oCE4udqMGv3bqVNVb,0.515,0.714,0.928139846,0.0348,0.286,155.954,0.118,0.495,5
,,,,,,,,,,,
Bubble Gum,Clairo,3zksbXteOCeSusJ5Xltr3t,0.509,0.0167,0,0.115,0.979,207.97,0.387,0.229,5
,,,,,,,,,,,
School Globes,Removebeforeflight,5M22tko5kHupHQ9DjGnUiU,0.439,0.274,0.646187906,0.0312,0.502,80.426,0.15,0.403,5
,,,,,,,,,,,
Home,Edith Whiskers,2qPSa6HXjzwa9sLhNGpA1T,0.725,0.199,0.560905862,0.0357,0.982,120.031,0.1,0.264,5
,,,,,,,,,,,
As the World Caves In,Sarah Cothran,7LAmsNJpBaNvNg7VZPXxSv,0.372,0.255,0.821225958,0.0344,0.436,114.402,0.33,0.254,5
,,,,,,,,,,,
Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,0.733314884,0.0338,0.164,138.178,0.113,0.124,5
,,,,,,,,,,,
hope ur ok,Olivia Rodrigo,1zejeOnykpCoyVSit6Bwp3,0.443,0.298,0.574604492,0.0644,0.388,77.253,0.103,0.172,5
,,,,,,,,,,,
Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,0.799686361,0.0333,0.584,102.078,0.322,0.27,5
,,,,,,,,,,,
Love Like This - Acoustic,Kodaline,5Wjf9NsW6QCmBiDIdVvMbP,0.398,0.151,0.472164568,0.0342,0.961,107.068,0.0923,0.0749,5
,,,,,,,,,,,
The Night We Met (feat. Phoebe Bridgers),Lord Huron,5JVlz4JCy3cv8pZB12sKJL,0.417,0.362,0.624048706,0.0409,0.974,174.004,0.631,0.12,5
,,,,,,,,,,,
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,0.67017204,0.0333,0.934,115.284,0.095,0.12,5
,,,,,,,,,,,
What A Time (feat. Niall Horan),Julia Michaels,5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0.851206125,0.0302,0.662,132.861,0.0853,0.386,5
,,,,,,,,,,,
IDK You Yet,Alexander 23,47EWMOElkkbMp5m9SBkx7d,0.629,0.306,0.595175499,0.0424,0.884,76.994,0.124,0.191,5
,,,,,,,,,,,
All I Want,Olivia Rodrigo,1v6svH1Fyx9C1nIt1mA2DT,0.376,0.43,0.832710668,0.0328,0.0902,77.599,0.0912,0.129,5
,,,,,,,,,,,
Before You Go,Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,0.912365666,0.0573,0.604,111.881,0.0885,0.183,5
,,,,,,,,,,,
Godspeed,James Blake,5WfACgyEk4rwdWU3rrzNt1,0.395,0.174,0.66076288,0.043,0.916,73.773,0.104,0.221,5
,,,,,,,,,,,
this is how you fall in love,Jeremy Zucker,0742PcMPo2Akmo4vHC29VZ,0.52,0.204,0.560444629,0.0355,0.733,79.682,0.126,0.274,5
,,,,,,,,,,,
Wait,M83,0bM5JsBjWU4RyYlMbp0voY,0.426,0.228,0.649739403,0.0322,0.203,147.986,0.0832,0.0826,5
,,,,,,,,,,,
Pluto Projector,Rex Orange County,4EWBhKf1fOFnyMtUzACXEc,0.379,0.219,0.620035976,0.0307,0.707,79.786,0.118,0.188,5
,,,,,,,,,,,
Someone To You,BANNERS,2f0pn9DkEJwAzXApnFh5cr,0.52,0.903,0.882892855,0.042,0.00517,74.988,0.254,0.652,5
,,,,,,,,,,,
Make You Mine - Acoustic,PUBLIC,65Ki57yTO2fXdtKPOaS15n,0.721,0.389,0.741709331,0.0279,0.755,98.003,0.136,0.465,5
,,,,,,,,,,,
We Never Change,Coldplay,5TB6QgrF0RPIxSCGfRDLoe,0.433,0.288,0.638254693,0.0296,0.535,136.939,0.105,0.131,5
,,,,,,,,,,,
Sparks,Coldplay,7D0RhFcb3CrfPuTJ0obrod,0.371,0.268,0.651861077,0.0281,0.748,102.617,0.104,0.165,5
,,,,,,,,,,,
Sleep Thru Ur Alarms,Lontalius,3Mmt4wAMtWRmObAxbejpPe,0.612,0.344,0.487662008,0.0269,0.302,97.479,0.115,0.0691,5
,,,,,,,,,,,
Fragile,Kygo,0L6UCE1Y0KX3MF2AtxlntI,0.47,0.422,0.791707025,0.0522,0.177,149.505,0.0879,0.218,5
,,,,,,,,,,,
Space Song,Beach House,0hNhlwnzMLzZSlKGDCuHOo,0.508,0.788,0.800285965,0.0296,0.233,147.06,0.144,0.586,5
,,,,,,,,,,,
Silver Soul,Beach House,2LZ2CNbcbJrwh53pitRgom,0.356,0.67,0.867764402,0.0324,0.467,135.032,0.288,0.117,5
,,,,,,,,,,,
Strange,Celeste,7sq2z9oX2S0CvgTqCZ0ko4,0.286,0.0847,0.680595913,0.0397,0.934,70.743,0.121,0.112,5
,,,,,,,,,,,
It Will Rain,Bruno Mars,0RUGuh2uSNFJpGMSsD1F5C,0.576,0.835,0.821594945,0.0486,0.337,150.017,0.082,0.476,5
,,,,,,,,,,,
Look After You,The Fray,5l6hpyTGBK0LAAxgPnqTQL,0.447,0.592,0.99737097,0.0319,0.0575,78.039,0.13,0.283,5
,,,,,,,,,,,
Ylang Ylang,FKJ,6lAMnXLVCBPMXXWAK4lGSL,0.559,0.243,0.562058946,0.0326,0.925,69.941,0.108,0.162,5
,,,,,,,,,,,
Je te laisserai des mots,Patrick Watson,0V5cvmTKsYmF5FmGGEAfmS,0.303,0.187,0.363544117,0.0356,0.989,132.731,0.101,0.213,5
,,,,,,,,,,,
You're Somebody Else,flora cash,6iWEhoALoBFnQMNVhYY0Sc,0.706,0.46,0.718509294,0.0296,0.847,102.98,0.106,0.226,5
,,,,,,,,,,,
Rosyln,Bon Iver,4k7x3QKrc3h3U0Viqk0uop,0.329,0.277,0.531709792,0.0302,0.971,159.719,0.0971,0.121,5
,,,,,,,,,,,
This Town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,0.677,0.401,0.745906554,0.0308,0.712,111.825,0.116,0.195,5
,,,,,,,,,,,
six speed,ROLE MODEL,3pU68iUbatcIjQD7PlIzFX,0.518,0.183,0.663853143,0.043,0.887,109.011,0.108,0.106,5
,,,,,,,,,,,
Somewhere Only We Know,Keane,0ll8uFnc0nANY35E0Lfxvg,0.453,0.655,0.941792353,0.0259,0.0794,172.012,0.0849,0.368,5
,,,,,,,,,,,
Dandelions,Ruth B.,2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,0.0259,0.0157,116.959,0.0864,0.454,5
,,,,,,,,,,,
It Will Rain,Bruno Mars,0M3HkE321xpCbCYqVKzr1q,0.576,0.835,0.821594945,0.0486,0.337,150.017,0.082,0.476,5
,,,,,,,,,,,
exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,0.747797611,0.0287,0.778,75.602,0.11,0.152,5
,,,,,,,,,,,
If The World Falls To Pieces,Young Summer,0a1gmlG2b5ORYIbxOcoBO8,0.356,0.147,0.552834279,0.0319,0.822,136.197,0.102,0.0607,5
,,,,,,,,,,,
Til Kingdom Come,Coldplay,1wQXj5bgxyZQ2XmE2X9s6n,0.607,0.395,0.69397168,0.0287,0.61,115.068,0.33,0.274,5
,,,,,,,,,,,
Pieces,Danilo Stankovic,0MCdZnS4srzHUHWcV7pHNK,0.391,0.191,0.247636179,0.0382,0.995,81.662,0.117,0.352,5
,,,,,,,,,,,
Welcome to Wonderland,Anson Seabra,3JfHYZKy5JmE5Fv4gDTCiz,0.703,0.179,0.633411743,0.0366,0.949,97.427,0.102,0.346,5
,,,,,,,,,,,
How to Save a Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,0.948249619,0.0379,0.269,122.035,0.101,0.361,5
,,,,,,,,,,,
Your Power,Billie Eilish,5qNh5WtzMbfpSj2jLlBkoD,0.634,0.285,0.297201154,0.0807,0.937,129.65,0.232,0.203,5
,,,,,,,,,,,
"i hate u, i love u (feat. olivia o'brien)",Garrett Nash,7vRriwrloYVaoAe3a9wJHe,0.492,0.275,0.337942144,0.3,0.687,92.6,0.101,0.18,5
,,,,,,,,,,,
Bruises,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,0.711792738,0.0677,0.946,111.202,0.186,0.361,5
,,,,,,,,,,,
you were good to me,Jeremy Zucker,4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,0.223907645,0.0404,0.913,102.128,0.112,0.206,5
,,,,,,,,,,,
drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,0.649305323,0.0601,0.721,143.874,0.105,0.132,5
,,,,,,,,,,,
One Day,Tate McRae,27r2uANqwK7XbsiAZnzf9e,0.52,0.119,0.421974629,0.0407,0.922,69.217,0.0883,0.355,5
,,,,,,,,,,,
Train Wreck,James Arthur,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,0.853010269,0.0365,0.701,77.355,0.0726,0.225,5
,,,,,,,,,,,
Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,0.747298476,0.0333,0.584,102.078,0.322,0.27,5
,,,,,,,,,,,
Angels Like You,Miley Cyrus,1daDRI9ahBonbWD8YcxOIB,0.672,0.642,0.966507819,0.0313,0.0981,121.981,0.1,0.494,5
,,,,,,,,,,,
BIG BOY,RHIC,3tbnAt9Ydil1pBKM05SwOo,0.797,0.201,0.537083026,0.049,0.882,119.887,0.107,0.294,5
,,,,,,,,,,,
July,Noah Cyrus,6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,0.636418552,0.042,0.868,72.541,0.0779,0.322,5
,,,,,,,,,,,
The Heart Wants What It Wants,Selena Gomez,6wJwkMo278iWVlWl1XQ4WA,0.616,0.789,0.910195315,0.0377,0.053,83.066,0.142,0.621,5
,,,,,,,,,,,
deja vu,Olivia Rodrigo,61KpQadow081I2AsbeLcsb,0.439,0.61,0.751661185,0.116,0.593,181.088,0.341,0.172,5
,,,,,,,,,,,
Happiest Year,Jaymes Young,5kcvBnt6DPX3AMEsCx1qDh,0.501,0.167,0.29357675,0.0484,0.885,112.275,0.111,0.356,5
,,,,,,,,,,,
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,0.558829452,0.0333,0.934,115.284,0.095,0.12,5
,,,,,,,,,,,
Waves,Dean Lewis,6w8pFOKn42O418qwcQElZ3,0.518,0.729,0.754547285,0.0452,0.183,156.879,0.0643,0.343,5
,,,,,,,,,,,
Complicated,Olivia O'Brien,0jllH0usRFD4LJkJnGK9Lf,0.657,0.355,0.428954963,0.0714,0.694,74.99,0.123,0.0808,5
,,,,,,,,,,,
Happiness is a butterfly,Lana Del Rey,3lG6OtGDsYAOALxEmubQQm,0.467,0.119,0.499697966,0.0401,0.969,70.499,0.0973,0.156,5
,,,,,,,,,,,
Liability,Lorde,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,0.481978656,0.128,0.92,75.67,0.1,0.379,5
,,,,,,,,,,,
everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,0.267199141,0.0994,0.902,120.006,0.106,0.243,5
,,,,,,,,,,,
Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,0.800926237,0.0299,0.839,110.011,0.089,0.0592,5
,,,,,,,,,,,
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,0.607154843,0.05,0.785,124.148,0.0906,0.0823,5
,,,,,,,,,,,
Sober,Demi Lovato,0STK94RxUulYqWzwFlyAb5,0.397,0.303,0.538425398,0.11,0.798,170.22,0.0824,0.17,5
,,,,,,,,,,,
Video Games,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,0.236,0.249,0.593328411,0.0348,0.811,72.847,0.087,0.181,5
,,,,,,,,,,,
that way,Tate McRae,7l97ElWmIdVHWUaOeeU5ZC,0.453,0.383,0.498020001,0.163,0.728,105.029,0.387,0.333,5
,,,,,,,,,,,
Wrong Direction,Hailee Steinfeld,5Qsp8mtshe70DX7EYbWZGo,0.39,0.388,0.632122961,0.0355,0.472,72.934,0.157,0.187,5
,,,,,,,,,,,
Jealous,Labrinth,4G92yYrUs0cvY7G41YRI0z,0.439,0.153,0.636619907,0.0479,0.874,116.76,0.107,0.104,5
,,,,,,,,,,,
Six Feet Under,Billie Eilish,2VlLbhGLVJgdOW7kKdWWFc,0.576,0.307,0.382777368,0.0428,0.807,67.513,0.0792,0.157,5
,,,,,,,,,,,
Skinny Love,Birdy,4RL77hMWUq35NYnPLXBpih,0.379,0.29,0.667830056,0.051,0.952,166.467,0.118,0.169,5
,,,,,,,,,,,
Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,0.853815692,0.0318,0.74,150.073,0.124,0.483,5
,,,,,,,,,,,
i love you,Billie Eilish,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,0.0382,0.952,137.446,0.109,0.12,5
,,,,,,,,,,,
Lost Without You,Freya Ridings,3cWI6Hj9LQ0MfMuhw9uSMc,0.386,0.136,0.615343312,0.0458,0.932,67.016,0.0653,0.0976,5
,,,,,,,,,,,
Selfish,Madison Beer,5UY8jf31X2hJkiAualFTyh,0.375,0.461,0.821061816,0.0279,0.627,75.217,0.386,0.233,5
,,,,,,,,,,,
when the party's over,Billie Eilish,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,0.292033022,0.0972,0.978,82.642,0.0897,0.198,5
,,,,,,,,,,,
Impossible,James Arthur,5yVIlYEHZxQVLyInCdldoS,0.376,0.695,0.916370226,0.0933,0.135,169.533,0.11,0.302,5
,,,,,,,,,,,
champagne problems,Taylor Swift,0sY6ZUTh4yoctD8VIXz339,0.462,0.24,0.42674005,0.0377,0.92,171.319,0.113,0.32,5
,,,,,,,,,,,
Half A Man,Dean Lewis,1ugQtcwmKOXvKAYzhjncmv,0.507,0.204,0.460433586,0.0504,0.855,77.765,0.143,0.343,5
,,,,,,,,,,,
Sorry,Halsey,44n97yHySt0Z9rqPaXgjCK,0.513,0.25,0.608027384,0.0367,0.913,74.103,0.117,0.351,5
,,,,,,,,,,,
From the Dining Table,Harry Styles,1IF5UcqRO42D12vYwceOY6,0.671,0.156,0.144103631,0.0371,0.804,94.08,0.113,0.201,5
,,,,,,,,,,,
Stone Cold,Demi Lovato,3by8IfnW9dZ2t4pZw1WVxz,0.419,0.453,0.721524935,0.0437,0.539,140.327,0.0971,0.356,5
,,,,,,,,,,,
Someone Like You,Adele,1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,0.683535808,0.0281,0.893,135.187,0.0996,0.294,5
,,,,,,,,,,,
It's You,Ali Gatie,5DqdesEfbRyOlSS3Tf6c29,0.732,0.463,0.769380495,0.0287,0.374,95.971,0.194,0.397,5
,,,,,,,,,,,
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,0.358,0.557,0.740787972,0.059,0.695,85.043,0.0902,0.494,5
,,,,,,,,,,,
Lonely,Noah Cyrus,6U1iuA5QfzYRPJxvdcxqtf,0.53,0.281,0.68199208,0.0577,0.798,122.442,0.0928,0.341,5
,,,,,,,,,,,
Consequences,Camila Cabello,7sTtHHrD0zDpmzQzH3zegz,0.455,0.292,0.781461843,0.0563,0.889,84.339,0.106,0.43,5
,,,,,,,,,,,
Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,0.856164843,0.0319,0.751,109.891,0.105,0.446,5
,,,,,,,,,,,
ocean eyes,Billie Eilish,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,0.723874086,0.041,0.816,144.892,0.084,0.169,5
,,,,,,,,,,,
I’ll Still Have Me,Cyn,71HEg3bYLyMAxHuJ3a6KIM,0.604,0.277,0.683670045,0.0286,0.915,82.922,0.113,0.22,5
,,,,,,,,,,,
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,0.708101215,0.0338,0.691,100.607,0.12,0.0849,5
,,,,,,,,,,,
Kill Em With Kindness - Acoustic,Selena Gomez,6pezb9EwyygkHnJqkjLphG,0.543,0.158,0.236928653,0.032,0.922,94.713,0.102,0.152,5
,,,,,,,,,,,
Close To You,Rihanna,6D2tzc8kRnZb7P1lNwMBLH,0.494,0.17,0.474327136,0.0337,0.895,80.098,0.139,0.145,5
,,,,,,,,,,,
Something's Gotta Give,Camila Cabello,7IL3UOlcJ6nmcCMwpnlfcA,0.545,0.458,0.928585811,0.0279,0.367,79.943,0.118,0.164,5
,,,,,,,,,,,
needy,Ariana Grande,1TEL6MlSSVLSdhOSddidlJ,0.647,0.309,0.703872743,0.0366,0.78,87.045,0.202,0.195,5
,,,,,,,,,,,
idontwannabeyouanymore,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,0.669440902,0.0402,0.737,170.163,0.116,0.247,5
,,,,,,,,,,,
I'm with You,Avril Lavigne,1jlG3KJ3gdYmhfuySFfpO1,0.457,0.406,0.736492382,0.0291,0.08,151.95,0.117,0.208,5
,,,,,,,,,,,
Cinnamon Girl,Lana Del Rey,2mdEsXPu8ZmkHRRtAdC09e,0.294,0.337,0.524934559,0.036,0.814,91.781,0.14,0.135,5
,,,,,,,,,,,
Exhale,Sabrina Carpenter,6CagMrZXJUdGGIw6Eaepos,0.513,0.266,0.525135915,0.0357,0.879,74.009,0.123,0.276,5
,,,,,,,,,,,
I Have Questions,Camila Cabello,3NgCzSW98SsqBdpYcnm4kv,0.393,0.555,0.828176388,0.276,0.405,167.999,0.105,0.22,5
,,,,,,,,,,,
Lookalike,Conan Gray,4K3gM7kzX4POAfrs71HomN,0.434,0.302,0.558292503,0.0378,0.766,121.645,0.149,0.173,5
,,,,,,,,,,,
River Of Tears,Alessia Cara,3ArYVrRb0lDBLzuJJqIXzC,0.389,0.373,0.853412981,0.047,0.928,90.289,0.146,0.283,5
,,,,,,,,,,,
tolerate it,Taylor Swift,0PurA4JVJ8YQgSVopY8fn6,0.316,0.361,0.540573193,0.0488,0.878,74.952,0.0797,0.221,5
,,,,,,,,,,,
Dancing With A Stranger (With Normani) - Acoustic,Sam Smith,29f11nLUcMYQ2Ndbnb7N0o,0.623,0.276,0.640445667,0.0287,0.89,99.623,0.146,0.308,5
,,,,,,,,,,,
Mrs. Potato Head,Melanie Martinez,3K1tdhoeE6koNnWgAxEK9Y,0.517,0.622,1,0.0577,0.174,170.154,0.105,0.463,5
,,,,,,,,,,,
The One That Got Away - Acoustic,Katy Perry,5jx8tCxiO0uIbo2uNia23K,0.714,0.434,0.4626485,0.0396,0.697,123.942,0.0919,0.352,5
,,,,,,,,,,,
favorite crime,Olivia Rodrigo,5JCoSi02qi3jJeHdZXMmR8,0.369,0.272,0.532787435,0.0364,0.866,172.929,0.147,0.218,5
,,,,,,,,,,,
Stay,Rihanna,0GNI8K3VATWBABQFAzBAYe,0.621,0.31,0.555137929,0.0283,0.945,111.893,0.117,0.125,5
,,,,,,,,,,,
Dancing With Your Ghost,Sasha Alex Sloan,1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,0.681320894,0.029,0.768,74.953,0.103,0.389,5
,,,,,,,,,,,
Getting Older,Billie Eilish,4HOryCnbme0zBnF8LWij3f,0.599,0.128,0.078797235,0.109,0.974,159.679,0.115,0.367,5
,,,,,,,,,,,
Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,0.614,0.318,0.385260756,0.0478,0.896,119.959,0.0795,0.112,5
,,,,,,,,,,,
Lose You To Love Me,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,0.634270756,0.0436,0.556,102.819,0.21,0.0978,5
,,,,,,,,,,,
happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,0.584938586,0.133,0.765,168.924,0.0839,0.338,5
,,,,,,,,,,,
i don't think i love you anymore,Alaina Castillo,1saZ5nnaCWBjOK09izEK9c,0.557,0.358,0.761124908,0.0329,0.731,72.877,0.163,0.201,5
,,,,,,,,,,,
Lose,NIKI,5vPO5ouEv8iedKWxzmSv7b,0.41,0.316,0.693815064,0.029,0.846,133.288,0.124,0.22,5
,,,,,,,,,,,
Liability,Lorde,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,0.420523139,0.128,0.92,75.67,0.1,0.379,5
,,,,,,,,,,,
Gone,ROSÉ,2ayIgfvWo3SfYP2pVOr4pC,0.647,0.377,0.879888024,0.0375,0.594,79.936,0.0768,0.653,5
,,,,,,,,,,,
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,0.71524801,0.0338,0.691,100.607,0.12,0.0849,5
,,,,,,,,,,,
Pluto Projector,Rex Orange County,4EWBhKf1fOFnyMtUzACXEc,0.379,0.219,0.425597061,0.0307,0.707,79.786,0.118,0.188,5
,,,,,,,,,,,
SLOW DANCING IN THE DARK,Joji,0rKtyWc8bvkriBthvHKY8d,0.515,0.479,0.752602572,0.0261,0.544,88.964,0.191,0.284,5
,,,,,,,,,,,
Wish You Were Here,Neck Deep,4Ssi6tKwrTHi5qvDndrZRP,0.53,0.496,0.85233138,0.0264,0.428,159.957,0.0898,0.535,5
,,,,,,,,,,,
All My Friends Are Fallin' In Love,Oslo Ibrahim,0tIWk4w1AfinVnGxiaSz5d,0.629,0.689,0.796255796,0.0786,0.302,164.003,0.325,0.857,5
,,,,,,,,,,,
Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0.644213105,0.0348,0.767,81.055,0.128,0.297,5
,,,,,,,,,,,
Fool,Sezairi,0OfwiVN2Y6ANw9xneUi3sW,0.639,0.568,0.679380632,0.0457,0.245,117.928,0.162,0.542,5
,,,,,,,,,,,
Easy On Me,Adele,0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,0.747266206,0.0282,0.578,141.981,0.133,0.13,5
,,,,,,,,,,,
goodbye (but i love you so),Arash Buana,11m4b4pLPkjREaA4p9CQGR,0.639,0.608,0.614556907,0.0353,0.424,92.946,0.103,0.74,5
,,,,,,,,,,,
Akhir Tak Bahagia,Misellia,0BYoWATcndOBcsCfKdTKRx,0.535,0.217,0.477473537,0.0318,0.921,131.981,0.105,0.313,5
